               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.059245,            0.015048,                   0,             0.44284,                0.64,             0.46026,             0.11435,            0.071502,            0.014126,                   0,           0.0027938,           0.0027938,            0.074094
                  36,            0.056631,            0.015216,                   0,             0.48839,             0.87827,             0.59113,             0.20563,            0.051296,            0.016318,                   0,           0.0028671,           0.0028671,            0.073367
                  37,            0.055773,            0.015209,                   0,             0.54484,             0.71827,             0.56546,             0.13567,            0.066457,            0.014247,                   0,           0.0029402,           0.0029402,             0.07264
                  38,            0.058402,            0.013478,                   0,             0.71801,                0.84,             0.77588,              0.3214,            0.054736,              0.0155,                   0,           0.0030128,           0.0030128,            0.071913
                  39,            0.057328,              0.0149,                   0,             0.59398,                0.88,             0.76965,              0.2184,            0.048793,             0.01544,                   0,           0.0030851,           0.0030851,            0.071185
                  40,            0.052741,            0.015202,                   0,             0.63815,                0.92,             0.70178,             0.19853,            0.054632,            0.014574,                   0,           0.0031569,           0.0031569,            0.070457
                  41,            0.054318,            0.012608,                   0,             0.68689,             0.87756,             0.81709,             0.36404,            0.046758,            0.015306,                   0,           0.0032284,           0.0032284,            0.069728
                  42,            0.051108,            0.014878,                   0,             0.51255,             0.79915,             0.62775,             0.19806,            0.054168,            0.014329,                   0,           0.0032994,           0.0032994,            0.068999
                  43,            0.054886,            0.013298,                   0,             0.59323,                0.88,             0.78254,             0.29643,            0.050074,             0.01418,                   0,             0.00337,             0.00337,             0.06827
                  44,            0.054356,            0.014135,                   0,             0.53807,                0.84,             0.69945,             0.20823,            0.053192,            0.014014,                   0,           0.0034402,           0.0034402,             0.06754
                  45,            0.051484,            0.014102,                   0,              0.6113,             0.75504,             0.64686,             0.15011,            0.051301,            0.014308,                   0,             0.00351,             0.00351,             0.06681
                  46,            0.053794,            0.013571,                   0,              0.7737,                0.96,             0.84829,             0.35052,            0.046943,            0.014026,                   0,           0.0035793,           0.0035793,            0.066079
                  47,            0.051726,            0.013534,                   0,             0.63229,                0.76,             0.56904,             0.14566,            0.056501,            0.012881,                   0,           0.0036482,           0.0036482,            0.065348
                  48,            0.050987,             0.01167,                   0,             0.68664,                0.88,             0.76193,             0.20883,            0.053395,            0.013356,                   0,           0.0037165,           0.0037165,            0.064617
                  49,            0.052547,             0.01356,                   0,             0.85159,                0.92,             0.89529,             0.30335,            0.048287,            0.013229,                   0,           0.0037845,           0.0037845,            0.063884
                  50,            0.048562,             0.01291,                   0,             0.76563,                0.92,             0.83363,             0.29693,            0.049095,            0.012597,                   0,           0.0038519,           0.0038519,            0.063152
                  51,            0.049761,            0.012594,                   0,             0.56703,                0.84,             0.73071,             0.19397,            0.058219,            0.012288,                   0,           0.0039188,           0.0039188,            0.062419
                  52,            0.049099,            0.012311,                   0,             0.85175,             0.91925,             0.85775,             0.37798,            0.046823,            0.012727,                   0,           0.0039853,           0.0039853,            0.061685
                  53,            0.047727,            0.010854,                   0,             0.64847,             0.95925,             0.80364,             0.31374,            0.050259,            0.012433,                   0,           0.0040512,           0.0040512,            0.060951
                  54,            0.048104,            0.012958,                   0,             0.59303,                0.76,             0.71436,             0.20447,            0.050216,            0.012217,                   0,           0.0041166,           0.0041166,            0.060217
                  55,            0.051649,            0.011584,                   0,             0.89465,             0.67939,             0.83014,             0.32191,            0.049099,            0.012434,                   0,           0.0041815,           0.0041815,            0.059482
                  56,            0.045279,            0.010814,                   0,              0.6171,                0.84,             0.69154,             0.25263,            0.053536,             0.01197,                   0,           0.0042459,           0.0042459,            0.058746
                  57,            0.048943,            0.011417,                   0,             0.83989,             0.83934,              0.8725,             0.33809,            0.045076,            0.012329,                   0,           0.0043098,           0.0043098,             0.05801
                  58,            0.043676,            0.011431,                   0,             0.82721,                0.96,             0.88258,             0.38705,            0.044759,            0.012114,                   0,            0.004373,            0.004373,            0.057273
                  59,            0.047471,            0.011382,                   0,             0.79054,                0.76,             0.77832,              0.2372,            0.051827,            0.012365,                   0,           0.0044358,           0.0044358,            0.056536
                  60,            0.047719,            0.011147,                   0,             0.74168,             0.91883,              0.7921,             0.25387,            0.051058,            0.011908,                   0,            0.004498,            0.004498,            0.055798
                  61,            0.046279,            0.011635,                   0,             0.84609,             0.87955,             0.89961,             0.30855,            0.048966,            0.011915,                   0,           0.0045596,           0.0045596,             0.05506
                  62,            0.040187,            0.011176,                   0,             0.62639,                0.88,             0.70837,             0.25179,            0.046875,             0.01173,                   0,           0.0046206,           0.0046206,            0.054321
                  63,            0.058013,            0.010978,                   0,             0.74024,                 0.8,             0.71893,             0.22144,            0.053128,            0.012536,                   0,           0.0046811,           0.0046811,            0.053581
                  64,            0.053023,             0.01207,                   0,             0.70092,                0.96,             0.77449,             0.24359,            0.048871,            0.012787,                   0,           0.0047409,           0.0047409,            0.052841
                  65,            0.047469,            0.011555,                   0,             0.65615,                0.92,              0.7749,             0.30132,            0.044774,             0.01208,                   0,           0.0048002,           0.0048002,              0.0521
                  66,            0.052777,            0.010691,                   0,             0.65681,                0.92,             0.74295,             0.22512,            0.053026,            0.011513,                   0,           0.0048589,           0.0048589,            0.051359
                  67,            0.055759,            0.011129,                   0,             0.66634,             0.87876,             0.80976,             0.30963,            0.047296,             0.01228,                   0,            0.004917,            0.004917,            0.050617
                  68,            0.042612,            0.011289,                   0,             0.71411,             0.79934,             0.72396,             0.22097,            0.055211,            0.011308,                   0,           0.0049744,           0.0049744,            0.049874
                  69,            0.059354,           0.0099341,                   0,             0.58252,                0.84,             0.66985,             0.23295,            0.051359,            0.012007,                   0,           0.0050312,           0.0050312,            0.049131
                  70,            0.050943,            0.010711,                   0,             0.64853,             0.95952,             0.71317,             0.30764,            0.048311,            0.012268,                   0,           0.0050875,           0.0050875,            0.048387
                  71,             0.04749,            0.011107,                   0,             0.92279,                0.96,             0.93708,              0.4544,            0.044036,            0.011831,                   0,            0.005143,            0.005143,            0.047643
                  72,            0.051611,            0.010888,                   0,             0.94996,             0.75932,             0.89905,             0.25325,            0.055458,            0.011217,                   0,            0.005198,            0.005198,            0.046898
                  73,            0.055374,             0.01112,                   0,             0.80252,                0.88,             0.87187,             0.38408,            0.041367,            0.012307,                   0,           0.0052522,           0.0052522,            0.046152
                  74,             0.04531,            0.010973,                   0,             0.64664,                0.96,             0.75925,             0.32374,            0.045486,            0.012004,                   0,           0.0053059,           0.0053059,            0.045406
                  75,            0.048939,             0.01026,                   0,             0.77416,                0.96,             0.80391,             0.34519,            0.047158,            0.011548,                   0,           0.0053589,           0.0053589,            0.044659
                  76,            0.048702,           0.0099359,                   0,             0.90476,             0.75998,             0.88396,             0.34951,            0.051501,            0.011791,                   0,           0.0054112,           0.0054112,            0.043911
                  77,            0.043863,            0.010985,                   0,             0.56368,                0.88,              0.7346,             0.30716,            0.045793,            0.011501,                   0,           0.0054628,           0.0054628,            0.043163
                  78,            0.046925,            0.010331,                   0,             0.89982,             0.71862,             0.84404,              0.2873,            0.045338,            0.011525,                   0,           0.0055138,           0.0055138,            0.042414
                  79,            0.046811,            0.010872,                   0,              0.6957,                0.92,             0.84518,             0.36709,             0.04393,            0.011274,                   0,           0.0055641,           0.0055641,            0.041664
                  80,            0.039215,           0.0099568,                   0,                 0.8,             0.95998,             0.91357,             0.47419,            0.040631,            0.011254,                   0,           0.0056137,           0.0056137,            0.040914
                  81,            0.042352,            0.010727,                   0,             0.59443,             0.87942,             0.70539,             0.33501,            0.043978,            0.011286,                   0,           0.0056626,           0.0056626,            0.040163
                  82,            0.042994,            0.011348,                   0,             0.92301,             0.95917,             0.92982,               0.426,            0.042556,            0.011189,                   0,           0.0057109,           0.0057109,            0.039411
                  83,            0.037413,            0.010512,                   0,             0.82753,             0.95961,             0.89344,             0.42297,            0.042773,            0.010549,                   0,           0.0057584,           0.0057584,            0.038658
                  84,             0.04745,           0.0099625,                   0,              0.8888,             0.95918,             0.91306,             0.44383,            0.040342,            0.011071,                   0,           0.0058052,           0.0058052,            0.037905
                  85,             0.04025,            0.010926,                   0,             0.91988,             0.91862,             0.91965,             0.48014,            0.037991,             0.01068,                   0,           0.0058514,           0.0058514,            0.037151
                  86,            0.041176,           0.0095228,                   0,              0.9539,                0.84,             0.93666,             0.45512,            0.039808,            0.010366,                   0,           0.0058968,           0.0058968,            0.036397
                  87,            0.044006,           0.0093969,                   0,             0.79256,                0.92,             0.87121,              0.2895,            0.046967,            0.010229,                   0,           0.0059415,           0.0059415,            0.035641
                  88,            0.047086,            0.010203,                   0,             0.87991,             0.87929,             0.90245,             0.45037,            0.039026,            0.010563,                   0,           0.0059855,           0.0059855,            0.034885
                  89,            0.036908,           0.0089737,                   0,             0.88865,                0.96,             0.90432,             0.45389,            0.040966,            0.010555,                   0,           0.0060287,           0.0060287,            0.034129
                  90,            0.049725,           0.0095221,                   0,             0.84611,             0.87969,               0.804,             0.27285,            0.048718,            0.010397,                   0,           0.0060713,           0.0060713,            0.033371
                  91,            0.048666,            0.010478,                   0,             0.91967,                0.92,             0.90366,             0.44783,            0.038899,             0.01157,                   0,           0.0061131,           0.0061131,            0.032613
                  92,            0.036356,           0.0093062,                   0,             0.88845,                0.96,             0.92514,             0.47041,            0.040675,            0.010806,                   0,           0.0061542,           0.0061542,            0.031854
                  93,            0.043412,            0.010997,                   0,             0.76616,             0.91749,             0.88827,             0.41885,            0.043017,            0.010627,                   0,           0.0061945,           0.0061945,            0.031094
                  94,            0.041678,           0.0099958,                   0,             0.88268,                0.92,             0.91545,              0.3789,            0.042946,            0.010586,                   0,           0.0062341,           0.0062341,            0.030334
                  95,            0.042998,           0.0092032,                   0,             0.85709,              0.9596,             0.90981,              0.4132,            0.039615,            0.011312,                   0,            0.006273,            0.006273,            0.029573
                  96,            0.041592,            0.009396,                   0,             0.82124,                0.92,             0.83372,             0.31515,            0.045673,            0.010884,                   0,           0.0063111,           0.0063111,            0.028811
                  97,            0.041345,           0.0091036,                   0,             0.85177,                0.92,             0.88813,              0.4769,             0.03849,            0.010689,                   0,           0.0063484,           0.0063484,            0.028048
                  98,            0.034748,           0.0094159,                   0,              0.9565,             0.87955,              0.9201,             0.45315,             0.03917,            0.010511,                   0,            0.006385,            0.006385,            0.027285
                  99,            0.047617,           0.0090088,                   0,             0.95805,                0.92,             0.92954,              0.4344,            0.040564,            0.010559,                   0,           0.0064209,           0.0064209,            0.026521
                 100,            0.039123,           0.0097075,                   0,             0.91621,                0.88,             0.91649,             0.50917,            0.037235,            0.010409,                   0,            0.006456,            0.006456,            0.025756
                 101,            0.033702,           0.0094544,                   0,             0.91999,             0.91983,             0.89678,             0.40005,             0.04154,           0.0099882,                   0,           0.0064903,           0.0064903,             0.02499
                 102,            0.041467,            0.009296,                   0,             0.91973,                0.92,             0.88852,             0.39829,            0.041431,            0.010179,                   0,           0.0065239,           0.0065239,            0.024224
                 103,            0.036051,           0.0091853,                   0,             0.92269,                0.96,             0.92689,             0.43588,            0.043104,            0.009999,                   0,           0.0065568,           0.0065568,            0.023457
                 104,            0.036483,           0.0095375,                   0,             0.91969,                0.92,             0.93455,             0.38712,            0.048722,           0.0096668,                   0,           0.0065888,           0.0065888,            0.022689
                 105,             0.04731,           0.0085336,                   0,             0.70352,                0.76,             0.72714,             0.29682,            0.050339,           0.0098596,                   0,           0.0066201,           0.0066201,             0.02192
                 106,            0.048464,           0.0099901,                   0,             0.91995,                0.92,             0.91302,             0.45133,            0.041341,            0.010586,                   0,           0.0066507,           0.0066507,            0.021151
                 107,            0.041952,           0.0093581,                   0,             0.83981,                0.84,             0.82369,             0.30681,             0.03951,            0.010416,                   0,           0.0066804,           0.0066804,             0.02038
                 108,            0.037395,           0.0082438,                   0,             0.87999,                0.88,             0.84126,             0.35473,              0.0423,            0.010722,                   0,           0.0067094,           0.0067094,            0.019609
                 109,            0.038775,           0.0094599,                   0,             0.95968,                0.96,             0.94616,             0.46581,            0.037359,            0.010343,                   0,           0.0067376,           0.0067376,            0.018838
                 110,            0.034214,           0.0090106,                   0,             0.95649,              0.8794,             0.94182,             0.54524,            0.038253,           0.0097952,                   0,           0.0067651,           0.0067651,            0.018065
                 111,            0.036038,           0.0077141,                   0,             0.87999,             0.87994,             0.85319,             0.35948,            0.042591,           0.0096906,                   0,           0.0067918,           0.0067918,            0.017292
                 112,            0.042285,           0.0095302,                   0,             0.88405,                0.92,             0.92365,             0.39035,            0.046403,           0.0098327,                   0,           0.0068177,           0.0068177,            0.016518
                 113,            0.044277,           0.0092739,                   0,             0.62754,             0.87621,              0.7635,             0.21863,            0.046294,            0.010016,                   0,           0.0068429,           0.0068429,            0.015743
                 114,            0.045308,           0.0099617,                   0,             0.91996,             0.91951,              0.9355,             0.49812,            0.041376,           0.0099165,                   0,           0.0068672,           0.0068672,            0.014967
                 115,            0.040676,           0.0095605,                   0,             0.66653,             0.95945,             0.81368,             0.36094,            0.042078,            0.009928,                   0,           0.0068908,           0.0068908,            0.014191
                 116,            0.035449,            0.009343,                   0,             0.95781,                0.96,             0.93956,             0.50923,            0.037384,           0.0097934,                   0,           0.0069137,           0.0069137,            0.013414
                 117,            0.036202,           0.0079708,                   0,             0.82753,                0.96,             0.91925,             0.44675,            0.048863,           0.0096017,                   0,           0.0069357,           0.0069357,            0.012636
                 118,            0.041127,           0.0087113,                   0,             0.78989,                0.76,             0.83091,              0.2818,            0.046053,           0.0099944,                   0,            0.006957,            0.006957,            0.011857
                 119,            0.044577,           0.0091036,                   0,             0.85163,             0.91843,             0.92299,             0.46344,            0.041657,            0.011134,                   0,           0.0069775,           0.0069775,            0.011078
                 120,            0.036642,           0.0089664,                   0,             0.95648,             0.87918,             0.92853,             0.46779,            0.037682,             0.01143,                   0,           0.0069973,           0.0069973,            0.010297
                 121,            0.032236,            0.010122,                   0,              0.8888,                0.96,             0.92529,             0.45728,            0.038141,            0.010817,                   0,           0.0070163,           0.0070163,           0.0095163
                 122,            0.030919,           0.0078754,                   0,             0.92297,                0.96,             0.93714,             0.45299,            0.037255,            0.010321,                   0,           0.0070345,           0.0070345,           0.0087345
                 123,            0.032696,           0.0085953,                   0,             0.92252,                0.96,             0.93874,             0.43117,            0.039424,            0.010104,                   0,           0.0070519,           0.0070519,           0.0079519
                 124,             0.03449,           0.0083535,                   0,             0.82068,                0.92,             0.90769,             0.47092,            0.040909,           0.0098156,                   0,           0.0070686,           0.0070686,           0.0071686
                 125,            0.035635,           0.0076836,                   0,             0.84573,             0.87726,             0.85813,             0.35144,            0.040491,            0.010017,                   0,           0.0070353,           0.0070353,           0.0070353
                 126,              0.0331,            0.008493,                   0,             0.85184,             0.91995,              0.9106,              0.4935,            0.038882,           0.0099612,                   0,           0.0070353,           0.0070353,           0.0070353
                 127,            0.035648,            0.007889,                   0,             0.88873,                0.96,             0.93537,             0.47246,             0.03877,           0.0097909,                   0,           0.0069948,           0.0069948,           0.0069948
                 128,            0.034883,           0.0074482,                   0,             0.95238,             0.79995,             0.89572,             0.44964,            0.038864,           0.0097974,                   0,           0.0069541,           0.0069541,           0.0069541
                 129,            0.034148,           0.0075319,                   0,             0.79299,                0.92,             0.90768,             0.46844,            0.038123,           0.0097248,                   0,           0.0069134,           0.0069134,           0.0069134
                 130,            0.031983,           0.0070534,                   0,             0.92146,                0.96,             0.93446,             0.48217,            0.040126,           0.0097772,                   0,           0.0068726,           0.0068726,           0.0068726
                 131,            0.036259,           0.0078512,                   0,             0.85184,                0.92,             0.91007,             0.42087,            0.038497,            0.010004,                   0,           0.0068316,           0.0068316,           0.0068316
                 132,            0.032511,           0.0078788,                   0,             0.92294,                0.96,             0.93554,             0.50577,            0.036797,            0.009676,                   0,           0.0067906,           0.0067906,           0.0067906
                 133,            0.030522,           0.0083055,                   0,             0.88888,             0.95994,             0.93816,             0.47299,            0.036466,           0.0098338,                   0,           0.0067495,           0.0067495,           0.0067495
                 134,            0.029492,           0.0085193,                   0,             0.92305,             0.95971,              0.9429,             0.50759,            0.038107,           0.0096668,                   0,           0.0067083,           0.0067083,           0.0067083
                 135,            0.030582,           0.0068205,                   0,             0.95829,                0.92,             0.93989,             0.43999,            0.038472,           0.0097764,                   0,           0.0066671,           0.0066671,           0.0066671
                 136,            0.029968,           0.0075911,                   0,             0.92301,                0.96,              0.9429,             0.43149,            0.039167,           0.0096668,                   0,           0.0066257,           0.0066257,           0.0066257
                 137,            0.032588,           0.0078265,                   0,             0.88452,             0.91916,             0.93249,             0.44621,            0.044341,           0.0099073,                   0,           0.0065843,           0.0065843,           0.0065843
                 138,            0.036248,           0.0085784,                   0,             0.95565,                0.88,             0.90747,              0.5305,            0.036119,           0.0098538,                   0,           0.0065429,           0.0065429,           0.0065429
                 139,            0.031334,           0.0078715,                   0,             0.95818,             0.91653,             0.91185,             0.56997,            0.033633,           0.0096872,                   0,           0.0065013,           0.0065013,           0.0065013
                 140,            0.029561,           0.0080174,                   0,             0.91987,                0.92,             0.89837,             0.52431,            0.038721,           0.0099143,                   0,           0.0064597,           0.0064597,           0.0064597
                 141,            0.033165,           0.0078538,                   0,             0.91996,             0.91954,             0.89536,             0.54734,            0.038199,             0.01009,                   0,           0.0064181,           0.0064181,           0.0064181
                 142,            0.033269,           0.0076322,                   0,              0.9191,                0.92,             0.89651,              0.5385,            0.035198,           0.0099592,                   0,           0.0063764,           0.0063764,           0.0063764
                 143,            0.029897,           0.0074036,                   0,             0.91998,              0.9198,             0.89582,             0.49611,            0.035792,            0.010155,                   0,           0.0063347,           0.0063347,           0.0063347
                 144,            0.029689,           0.0075491,                   0,             0.91971,                0.92,             0.89344,             0.47994,            0.036441,           0.0099077,                   0,            0.006293,            0.006293,            0.006293
                 145,            0.028429,           0.0076537,                   0,             0.91993,                0.92,              0.8924,             0.55023,            0.033598,            0.009673,                   0,           0.0062512,           0.0062512,           0.0062512
                 146,            0.029962,           0.0074302,                   0,             0.91985,                0.92,             0.91319,              0.4485,            0.038182,           0.0096894,                   0,           0.0062093,           0.0062093,           0.0062093
                 147,            0.031773,           0.0082209,                   0,             0.91999,             0.91994,             0.88697,             0.53251,            0.035919,            0.009551,                   0,           0.0061675,           0.0061675,           0.0061675
                 148,            0.029308,           0.0075736,                   0,             0.91999,                0.92,             0.89164,             0.50766,            0.035236,           0.0096923,                   0,           0.0061256,           0.0061256,           0.0061256
                 149,            0.027153,            0.007226,                   0,             0.95985,                0.96,             0.93582,             0.59393,            0.030895,           0.0097319,                   0,           0.0060838,           0.0060838,           0.0060838
                 150,            0.027366,           0.0078415,                   0,             0.95999,             0.95983,             0.93586,             0.56368,            0.033603,           0.0099888,                   0,           0.0060419,           0.0060419,           0.0060419
                 151,            0.030576,           0.0078894,                   0,             0.95998,             0.95964,             0.94699,             0.53946,            0.033811,           0.0099823,                   0,               0.006,               0.006,               0.006
                 152,             0.03053,           0.0078721,                   0,             0.92295,                0.96,             0.94352,               0.564,              0.0349,           0.0099416,                   0,           0.0059581,           0.0059581,           0.0059581
                 153,            0.026081,           0.0073817,                   0,             0.92298,                0.96,             0.94167,             0.55083,            0.033341,           0.0098536,                   0,           0.0059162,           0.0059162,           0.0059162
                 154,            0.029203,           0.0070296,                   0,             0.92308,                0.96,             0.94445,             0.38621,            0.042505,           0.0096636,                   0,           0.0058744,           0.0058744,           0.0058744
                 155,             0.03349,           0.0077335,                   0,             0.88453,                0.92,             0.90132,             0.55479,            0.034921,           0.0095854,                   0,           0.0058325,           0.0058325,           0.0058325
                 156,            0.032031,            0.008129,                   0,             0.88458,                0.92,              0.8979,             0.56421,            0.034147,           0.0097871,                   0,           0.0057907,           0.0057907,           0.0057907
                 157,            0.026679,           0.0081611,                   0,               0.923,                0.96,             0.93511,             0.57152,            0.033724,           0.0099195,                   0,           0.0057488,           0.0057488,           0.0057488
                 158,             0.02431,           0.0067297,                   0,             0.92306,             0.95981,             0.93505,             0.55961,             0.03326,           0.0099157,                   0,            0.005707,            0.005707,            0.005707
                 159,            0.024703,           0.0067096,                   0,             0.92303,                0.96,             0.93291,             0.54759,            0.034221,            0.010007,                   0,           0.0056653,           0.0056653,           0.0056653
                 160,            0.025379,           0.0087256,                   0,             0.92283,                0.96,             0.93663,             0.52417,            0.033395,            0.009809,                   0,           0.0056236,           0.0056236,           0.0056236
                 161,            0.024804,           0.0071393,                   0,             0.92296,                0.96,             0.93501,             0.55338,            0.033494,            0.009829,                   0,           0.0055819,           0.0055819,           0.0055819
                 162,            0.023607,           0.0069948,                   0,             0.92295,                0.96,             0.93494,             0.54166,            0.032642,           0.0097412,                   0,           0.0055403,           0.0055403,           0.0055403
                 163,            0.027405,           0.0072791,                   0,               0.923,                0.96,             0.92961,             0.45782,            0.038094,             0.00979,                   0,           0.0054987,           0.0054987,           0.0054987
                 164,            0.032239,           0.0074987,                   0,             0.92304,                0.96,             0.93331,             0.53259,            0.036923,           0.0097703,                   0,           0.0054571,           0.0054571,           0.0054571
                 165,            0.030819,           0.0069303,                   0,             0.92308,                0.96,             0.94086,              0.5793,             0.03255,            0.009812,                   0,           0.0054157,           0.0054157,           0.0054157
                 166,            0.027923,           0.0074065,                   0,             0.92303,                0.96,             0.93702,             0.52552,            0.034307,            0.010032,                   0,           0.0053743,           0.0053743,           0.0053743
                 167,            0.026846,           0.0070801,                   0,             0.92298,                0.96,              0.9371,             0.52826,            0.033565,            0.009785,                   0,           0.0053329,           0.0053329,           0.0053329
                 168,            0.026775,           0.0067888,                   0,               0.923,                0.96,             0.93537,             0.55596,            0.033629,           0.0095106,                   0,           0.0052917,           0.0052917,           0.0052917
                 169,            0.023911,           0.0067234,                   0,               0.923,                0.96,             0.93557,             0.55797,            0.032419,           0.0094365,                   0,           0.0052505,           0.0052505,           0.0052505
                 170,            0.022178,           0.0070768,                   0,             0.92299,                0.96,             0.93378,              0.5574,            0.032315,            0.009392,                   0,           0.0052094,           0.0052094,           0.0052094
